%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
141908000000,97,141908000000,active_module_b_1,0.0006924706437656525,-62.0641863876487,-21.70873586569252,-1.2461170335399485,5.413118341064468,-15.476003657086062
142008000000,98,142008000000,active_module_b_1,0.0005693401533948261,-61.776662254067084,-22.51371624290008,-1.3353958923532683,5.612370687836431,-15.400002713197525
142108000000,99,142108000000,active_module_b_1,0.0005567468446869839,-61.47880758587014,-23.314795363210905,-1.424798972782235,5.810391482305145,-15.321332217355966
142208000000,100,142208000000,active_module_b_1,0.0006398333510819754,-61.17066993733659,-24.111862952880468,-1.514297739880221,6.00714375786575,-15.240005574468066
142308000000,101,142308000000,active_module_b_1,0.00053521436062276,-60.851987014225564,-24.9050055625916,-1.6033047878661741,6.202938957089698,-15.15594784519389
142409000000,102,142408000000,active_module_b_1,0.0005267672269395618,-60.5231271832923,-25.693867413949373,-1.6923660232786717,6.397390952024682,-15.069273286585638
142508000000,103,142508000000,active_module_b_1,0.0005201739012594686,-60.18404128451272,-26.478389001240906,-1.7812718814791122,6.590579267470261,-14.97997095957887
142608000000,104,142608000000,active_module_b_1,0.0005154702342564654,-59.83478652070254,-27.25843788264332,-1.870001346170632,6.782467701193789,-14.888061857894815
142708000000,105,142708000000,active_module_b_1,0.0005124609016338155,-59.47542151100792,-28.03388235760218,-1.9585326509540897,6.973020857332451,-14.793567469370819
142808000000,106,142808000000,active_module_b_1,0.0005114904026961575,-59.1060074701705,-28.80459112922463,-2.046845619039443,7.16220265821687,-14.696510004384589
142908000000,107,142908000000,active_module_b_1,0.000510503632211945,-58.725930802385555,-29.57177522890055,-2.1350729091516105,7.350307261013336,-14.596734579341819
143008000000,108,143008000000,active_module_b_1,0.0004884451857709582,-58.34704525395205,-30.31248670460388,-2.2205564951701255,7.531714279603901,-14.497355436318752
143108000000,109,143108000000,active_module_b_1,0.0004420124270161363,-58.04452435049515,-30.88780931453045,-2.2871566718711405,7.672473061614356,-14.418065558700581
143208000000,110,143208000000,active_module_b_1,0.00043316475838231505,-57.85787838585605,-31.236156591694492,-2.32775213621327,7.757499849404107,-14.369157083141356
143308000000,111,143308000000,active_module_b_1,0.0003971757903537959,-57.730142625542946,-31.471595371942694,-2.355102094100339,7.815031188074628,-14.335706668444473
143408000000,112,143408000000,active_module_b_1,0.00035464623458941237,-57.70433957766178,-31.51872828412331,-2.3603985484770376,7.826685003133832,-14.328965835641037
143508000000,113,143508000000,active_module_b_1,0.0003629547560461922,-57.70442037426125,-31.51871567583021,-2.360579616180353,7.826543196057776,-14.328970646571275
143608000000,114,143608000000,active_module_b_1,0.0003629861067189794,-57.70442047407256,-31.518715510916664,-2.3605796051097654,7.826543144278253,-14.328970677824211
143709000000,115,143708000000,active_module_b_1,0.00035464559406505914,-57.70433957895149,-31.51872828418322,-2.3603985480480802,7.826685004917884,-14.32896583528459
143808000000,116,143808000000,active_module_b_1,0.00036295483678629663,-57.70442037429369,-31.51871567577535,-2.3605796164405715,7.826543195843494,-14.32897064657592
143909000000,117,143908000000,active_module_b_1,0.00036298622694613754,-57.704420473947856,-31.51871551081263,-2.3605796050648022,7.826543144278681,-14.328970677810673
144008000000,118,144008000000,active_module_b_1,0.00035464554830289647,-57.70433957893978,-31.51872828419564,-2.360398548047916,7.826685004920671,-14.32896583527473
144108000000,119,144108000000,active_module_b_1,0.0003629548082867298,-57.70442037420548,-31.5187156756894,-2.360579616433792,7.826543195823142,-14.328970646557822
144208000000,120,144208000000,active_module_b_1,0.00036298624729574035,-57.70442047408508,-31.51871551089714,-2.3605796050720698,7.826543144304535,-14.328970677845128
144308000000,121,144308000000,active_module_b_1,0.00035464553539207605,-57.7043395789607,-31.51872828419489,-2.360398548048129,7.826685004920965,-14.328965835281956
144409000000,122,144408000000,active_module_b_1,0.0003629548129612676,-57.70442037431077,-31.518715675780253,-2.360579616442099,7.826543195847172,-14.328970646581782
144508000000,123,144508000000,active_module_b_1,0.000362986208026251,-57.70442047408609,-31.518715510900822,-2.360579605072636,7.826543144305483,-14.328970677840534
144608000000,124,144608000000,active_module_b_1,0.00035464560770004166,-57.70433957884191,-31.518728284108505,-2.3603985480410707,7.826685004902906,-14.328965835263427
144708000000,125,144708000000,active_module_b_1,0.00036295485700893416,-57.704420374158346,-31.518715675690768,-2.3605796164348236,7.826543195824526,-14.328970646545374
